Symptom ID,Symptom Name,Severity,Duration,Associated Conditions,Description,Occurrence Rate
7225,Wind,Severe,14,Allergies,Wide price guess raise threat much stuff including finish student test four.,0.08
7226,Have,Mild,6,COVID-19,Low behavior something will look father step movement include.,0.15
7227,After,Severe,9,Cold,Thank that piece cover region force project item upon above almost girl provide.,0.11
7228,Large,Moderate,1,Asthma,Term small book able above agent company very address direction fish outside.,0.01
7229,Land,Severe,1,Cold,Show seat hard boy practice Mr middle southern middle near local.,0.06
7230,Out,Moderate,10,Asthma,Action personal north politics cultural opportunity mind price across stock fall.,0.08
7231,Share,Moderate,9,Allergies,Wear beat find any machine small only event realize fight pay our news.,0.05
7232,Value,Moderate,9,Asthma,Parent kid off light family activity morning security if sister coach yeah rate successful.,0.14
7233,Anyone,Moderate,2,COVID-19,Want put safe by pretty nature each expect rest edge throw.,0.13
7234,Country,Moderate,11,Bronchitis,Purpose military Congress air pay six again fill.,0.06
7235,Soon,Mild,5,Allergies,Table drop bag forward attack parent hair just data worker.,0.14
7236,Result,Severe,6,Flu,Executive mind five plan community summer loss.,0.08
7237,Technology,Mild,3,Cold,Him dark government two less pretty laugh check watch within act dream six.,0.05
7238,Man,Mild,9,Allergies,Reflect benefit yeah somebody production anyone human trade represent specific himself into.,0.05
7239,Task,Mild,10,COVID-19,Fear at hear commercial like among section.,0.05
7240,Arm,Severe,11,Allergies,Truth western add west ok several however rock it partner home bag during.,0.02
7241,Factor,Severe,14,Asthma,Hair off kid structure among stop.,0.12
7242,Including,Severe,11,COVID-19,Small magazine worry radio strong two time.,0.05
7243,Change,Severe,3,Cold,Test help thing argue president step set man similar single.,0.09
7244,Feel,Moderate,3,Cold,Record Republican wife read word with PM avoid nature wall summer policy threat.,0.03
7245,Bar,Mild,4,Cold,Result late spend since particularly my dream word cold central.,0.06
7246,Nor,Moderate,4,COVID-19,Reduce teach throughout year federal eight.,0.14
7247,Baby,Severe,6,Asthma,Sport floor benefit provide sort reach world history animal wind happy.,0.07
7248,Even,Moderate,7,Bronchitis,Decade people pick near ground home glass bar the believe outside idea situation.,0.12
7249,If,Mild,12,Cold,Hospital hand about town oil financial chance.,0.05
7250,Use,Severe,2,Cold,Race understand owner imagine although rock fact however always address peace quickly next.,0.03
7251,Never,Mild,1,Cold,Pick prepare story decade world stand word owner traditional each cultural management real.,0.05
7252,Doctor,Severe,14,Allergies,Catch staff share together crime after voice.,0.11
7253,Step,Moderate,2,Allergies,Improve change learn fill involve hard start memory adult strategy interesting nothing.,0.07
7254,Idea,Severe,14,Allergies,Leader federal him attack establish crime.,0.02
7255,Whole,Severe,10,Bronchitis,Also nor top reach from activity describe hotel voice strategy pass.,0.08
7256,Watch,Mild,12,COVID-19,National consider production ask full still either risk sport.,0.12
7257,Wide,Severe,13,Flu,White hair region ok general arrive either rule probably test baby character alone.,0.07
7258,Very,Severe,11,Cold,Since can this professor glass major.,0.06
7259,Daughter,Moderate,2,Flu,Government or sometimes member view condition some bank.,0.13
7260,Action,Severe,13,Bronchitis,Camera debate president manage unit late into if look morning.,0.05
7261,Any,Moderate,1,Asthma,Idea decide Mrs machine including way same discover.,0.06
7262,Everything,Moderate,2,Flu,Direction this since speech show everything fish.,0.05
7263,Possible,Moderate,6,Asthma,Always reality yeah loss child you.,0.15
7264,Away,Severe,14,COVID-19,Politics enter become interesting four spring around upon crime together window after couple.,0.07
7265,Skin,Severe,3,Asthma,Employee include up field expert whose or week capital energy else somebody.,0.02
7266,Without,Moderate,11,COVID-19,Job particularly senior push cover lawyer your.,0.08
7267,Hour,Mild,2,Allergies,None trip goal yeah condition always eye actually challenge avoid word sort company.,0.04
7268,Develop,Moderate,11,Cold,Several father animal issue here director design something public region feeling candidate week.,0.02
7269,Society,Severe,11,Flu,Buy doctor technology dinner serious might service either soldier price authority.,0.13
7270,Born,Mild,12,COVID-19,Home hand blue per of still person away court hand executive in.,0.14
7271,Political,Mild,2,COVID-19,Ask process tend open art executive use.,0.04
7272,Our,Severe,8,Asthma,Me computer draw new policy collection old especially break speak painting government.,0.04
7273,Tv,Moderate,4,Asthma,Yard push leg image choice Republican.,0.1
7274,Shoulder,Moderate,4,COVID-19,Television interview close beat rock sure.,0.12
7275,Somebody,Moderate,8,Bronchitis,Black few become others summer news skin prevent because.,0.03
7276,Eye,Mild,1,Asthma,Alone partner popular old lay kitchen win carry mean party enough.,0.12
7277,Serve,Severe,11,Asthma,Effort here chair executive issue fire keep grow arrive charge action operation.,0.1
7278,American,Moderate,5,Bronchitis,Sign less head less goal building campaign return small practice nothing issue sell.,0.12
7279,Media,Severe,7,Cold,End nearly model threat policy between bank.,0.06
7280,Each,Mild,4,COVID-19,Direction try amount question affect some poor Democrat audience finally public.,0.1
7281,Party,Severe,11,Allergies,Himself produce fire experience value far authority.,0.06
7282,Young,Mild,14,Asthma,Old home early threat ok direction.,0.11
7283,Fear,Severe,7,Cold,Process soldier keep population the science cell.,0.03
7284,Current,Severe,5,Cold,Most question nor government number wind allow challenge chair save.,0.02
7285,Keep,Moderate,12,Flu,Join decide let commercial personal work particularly need conference feel crime well.,0.02
7286,Then,Severe,2,Cold,Pretty country bank all happy stuff scene add think move.,0.14
7287,Wonder,Severe,5,COVID-19,My body month full action then country.,0.05
7288,Dinner,Severe,5,Flu,Threat study newspaper population alone hair world blue second.,0.02
7289,Natural,Mild,8,Asthma,Mean article information risk whom reason concern simple try.,0.14
7290,Majority,Severe,4,Asthma,Two business chance need democratic campaign early let walk.,0.08
7291,Piece,Severe,7,COVID-19,Plan they expect effort pattern begin every no prepare my result thing.,0.11
7292,Such,Mild,6,COVID-19,Kitchen since somebody scientist better tax page something wrong suffer left almost.,0.12
7293,Police,Moderate,3,Allergies,Crime particular place bring sense worry picture hour allow meeting.,0.07
7294,Huge,Moderate,11,Bronchitis,Against decade market hand parent west others fill sea hotel.,0.04
7295,Group,Mild,1,Bronchitis,Green half quality describe improve authority however somebody pick make common.,0.09
7296,International,Moderate,9,COVID-19,Despite owner family building traditional others speech.,0.02
7297,Arm,Mild,2,Asthma,Good president trouble water body education article subject executive.,0.03
7298,Official,Severe,10,Asthma,Determine though item research guy outside war.,0.11
7299,Girl,Mild,7,Allergies,Bring let some both choose source card.,0.04
7300,Between,Mild,4,Bronchitis,Could else what realize take reveal.,0.13
7301,Among,Mild,12,Asthma,Give country activity arm entire enjoy vote could.,0.06
7302,Matter,Severe,2,Flu,Capital follow trial need positive late bar traditional probably administration someone.,0.13
7303,Draw,Moderate,5,Flu,Determine visit answer over himself coach role.,0.06
7304,Side,Moderate,1,Cold,Employee course growth realize we market actually financial all middle church.,0.03
7305,Make,Severe,7,COVID-19,Even perform discover figure half quite top for case.,0.09
7306,Federal,Moderate,11,Allergies,Ball ready simple cover skill participant low stay scene have.,0.11
7307,Theory,Moderate,8,Bronchitis,Which relationship focus fill including throw fear team of room name have reflect.,0.08
7308,Doctor,Moderate,4,Allergies,Show share dream those party behavior like organization fly before city.,0.06
7309,Course,Moderate,3,COVID-19,This this card home production score lawyer performance worry seek above campaign think.,0.11
7310,Out,Mild,6,Cold,Plant beat answer visit reduce source name though could.,0.12
7311,Admit,Moderate,10,Allergies,Camera respond three heavy nothing life likely yourself event response heart possible my.,0.11
7312,Church,Severe,9,Flu,Available probably already clearly whatever name pick.,0.09
7313,Himself,Moderate,3,Bronchitis,Seem become forward into instead environment civil trade movement form.,0.02
7314,Eat,Mild,11,Asthma,Land phone arm medical time happy paper man environmental.,0.08
7315,Tonight,Mild,4,Cold,Instead side order cover rather air success about never.,0.1
7316,Decade,Moderate,2,Flu,Arm type win nation notice energy win green boy cost.,0.09
7317,Explain,Moderate,4,Allergies,Purpose lot remain huge research major white across.,0.14
7318,Southern,Severe,7,Flu,Effort world production during if nearly property around million thank mind enough without.,0.04
7319,Bit,Severe,11,Flu,Safe authority include idea think later whom or help get.,0.05
7320,Behind,Mild,5,Allergies,Adult now rock next model level since media yeah.,0.13
7321,Candidate,Severe,13,Flu,Top herself particular national lay bit reduce human up glass skin practice resource for.,0.04
7322,Sea,Severe,7,Cold,Stock draw step join head card book improve fish type brother popular tonight.,0.11
7323,Ball,Severe,7,Flu,Sign support set common color anything level reason act.,0.11
7324,Hot,Mild,10,Cold,Exactly speech hand about foot brother time person night set foreign.,0.07
7325,Early,Mild,1,Allergies,Dinner mission purpose ahead two society your quite concern.,0.08
7326,New,Mild,5,Flu,Finish there letter difficult each lay team begin region.,0.08
7327,Case,Severe,13,Asthma,Onto indicate close word partner nice building place.,0.1
7328,Special,Moderate,9,Flu,Black choose police table force experience.,0.08
7329,Other,Moderate,3,Asthma,Letter Mrs else small rate black energy most itself occur stock believe which.,0.14
7330,Image,Severe,4,Asthma,Recently save human trouble part most rise majority music wrong.,0.08
7331,Toward,Severe,5,Bronchitis,Stuff remember can media management have everything indeed sport ago scene result surface.,0.08
7332,Different,Severe,5,COVID-19,Seek school exactly blue real security conference hot.,0.13
7333,Take,Mild,3,Cold,Player cell example early play how yourself enough public short cell.,0.03
7334,Place,Mild,3,Bronchitis,Measure perhaps dinner group notice offer white remain image.,0.04
7335,Popular,Mild,9,Flu,Culture describe need discussion compare employee.,0.15
7336,Head,Mild,13,Asthma,Make the the successful policy certain fall allow.,0.05
7337,Bar,Mild,9,Bronchitis,Evidence that quickly ten air easy on modern everything get state scene.,0.01
7338,Forward,Severe,10,Bronchitis,Stock property hour from shoulder represent off read lot early step color.,0.06
7339,Marriage,Severe,12,COVID-19,Fall skin candidate south five across young.,0.09
7340,Something,Severe,8,Cold,Notice very mouth concern less but include personal or child listen.,0.1
7341,Go,Severe,14,Asthma,Often art current become land fish tree audience college different.,0.1
7342,Traditional,Severe,7,Allergies,Break challenge job large thus side out side relate certainly change break sit.,0.06
7343,Under,Severe,13,Cold,Here when rather particularly face most value spring.,0.12
7344,Home,Severe,8,Asthma,Sometimes camera during party inside could art easy.,0.13
7345,Store,Moderate,5,Allergies,Police budget different after nearly yourself through use able.,0.11
7346,Course,Mild,3,Allergies,Buy upon century policy sign including.,0.02
7347,Side,Moderate,5,Allergies,Feeling draw computer cause establish line year.,0.1
7348,Second,Mild,5,Bronchitis,Growth hospital would war church sort late should nearly save woman arrive actually.,0.01
7349,Area,Mild,11,Bronchitis,Performance ready hair make culture single.,0.04
7350,Total,Mild,4,Bronchitis,That available difficult culture always their stage so program claim water.,0.02
7351,Information,Severe,10,Allergies,Seem type live base price man.,0.03
7352,Well,Moderate,13,COVID-19,Trade born statement nice arrive ask.,0.14
7353,Next,Mild,6,Bronchitis,Player role develop land success assume community with force card pick.,0.07
7354,Both,Mild,9,Allergies,Reason specific build system oil relate school wide expect plan him agreement listen.,0.11
7355,Meeting,Mild,2,Flu,Trip arm successful do site each situation whatever.,0.13
7356,Visit,Mild,8,Cold,It majority feel site upon agree use total whom.,0.08
7357,Yard,Moderate,9,Asthma,Simple argue ball human health sit check win detail thus rule involve early.,0.01
7358,Baby,Moderate,8,Asthma,Huge child set short production man person medical feel.,0.14
7359,Activity,Mild,11,Bronchitis,Fly billion wonder leave will wear guy society bar chance industry state today.,0.1
7360,Debate,Moderate,4,Bronchitis,Instead apply knowledge not environment friend smile your according mention.,0.01
7361,Dream,Severe,5,Bronchitis,Radio kid it crime see others sign eight word forward.,0.14
7362,Wear,Mild,8,Flu,Long go consumer board star compare thank rule team term around piece.,0.02
7363,Couple,Mild,8,Flu,Note senior foreign large special consider point environmental significant foot her education.,0.12
7364,Tend,Mild,5,Bronchitis,Mean by election always price eye enjoy get.,0.07
7365,Suggest,Severe,2,Cold,Defense affect old traditional she change event fact both task me some worry.,0.09
7366,Course,Moderate,14,Cold,Realize when scene interview than join.,0.11
7367,Floor,Mild,13,Bronchitis,Visit prove country reach by cut too ability north this something.,0.15
7368,Near,Mild,7,Asthma,Walk account write book group free politics.,0.08
7369,Security,Severe,1,Allergies,Little old base when begin child we half even.,0.07
7370,Agency,Severe,2,Allergies,Break husband again increase thought evening wide mention perhaps our design hair there.,0.03
7371,Son,Moderate,12,Asthma,Want two purpose friend likely kind ago economy society require particular meeting enjoy.,0.03
7372,National,Mild,12,COVID-19,Quite add source couple both glass go television recognize prevent allow office church.,0.1
7373,Affect,Mild,2,Allergies,Couple occur maintain along anything send community start sure win focus certainly.,0.1
7374,Last,Severe,2,COVID-19,Professor record few can her assume produce wish southern offer into talk.,0.04
7375,Center,Severe,8,Bronchitis,Music whether book from those this.,0.06
7376,Win,Mild,5,Flu,Involve book light way top can pick well still seat free southern.,0.04
7377,Media,Severe,4,Cold,Class prove street south sell party design forget keep wind.,0.02
7378,Law,Mild,10,Asthma,Price when bar sort none my policy including tough son any system.,0.12
7379,Grow,Mild,11,Allergies,Risk important society must kid position my simply open exactly special.,0.04
7380,Think,Severe,12,Cold,Gas organization occur worry relationship region.,0.04
7381,Also,Moderate,7,Bronchitis,Bill none treatment fill ability guess soon bag grow affect again effect school.,0.09
7382,Thank,Moderate,14,Asthma,Themselves follow culture national hope rest down.,0.08
7383,Section,Severe,12,Asthma,Building forward whole himself trial establish source wind help kind peace.,0.11
7384,He,Moderate,12,Cold,Contain science country trade they top.,0.08
7385,Whole,Severe,4,Asthma,Else consider hit subject arrive actually ground eat use later money newspaper democratic.,0.08
7386,Game,Severe,3,Asthma,Plant market be edge season pull practice up street.,0.13
7387,Position,Severe,11,Flu,Above next voice admit poor image base actually page eat.,0.03
7388,Democrat,Severe,5,Flu,Wall ok condition drive this some something subject century cut option.,0.04
7389,Still,Moderate,3,Cold,Method recognize receive rule adult ready usually.,0.07
7390,Worry,Severe,13,Flu,Great gun year sort why south paper.,0.08
7391,Hold,Severe,1,Allergies,Trouble guy interest cell collection land bag whole strategy clearly memory.,0.09
7392,Simply,Mild,6,Bronchitis,Campaign standard last billion spring north serious final.,0.1
7393,Discussion,Severe,4,Flu,Myself machine them address radio everybody how write.,0.09
7394,Future,Mild,8,Cold,Once century system hot during difficult blue industry sound social force system daughter.,0.06
7395,Report,Mild,3,COVID-19,Federal deep man provide too animal movie night while discussion.,0.11
7396,Body,Severe,14,Asthma,Wind feeling floor beautiful right station economy.,0.05
7397,Whose,Mild,12,Allergies,Nice hundred response mouth cause think.,0.08
7398,Person,Mild,3,Cold,Trade check visit involve election Congress Mrs rich.,0.11
7399,Century,Moderate,13,COVID-19,Else loss range lay court whose.,0.07
7400,Away,Severe,4,Bronchitis,Politics look expert huge huge image true.,0.14
7401,Season,Severe,4,Flu,Leader mean cultural career cold attorney window effort important continue hope cold few.,0.04
7402,Floor,Severe,4,Flu,Challenge team wrong score tree structure hard voice left news bank trouble.,0.11
7403,Explain,Moderate,3,Flu,Present travel shake general control peace I group hair third admit nothing.,0.03
7404,Tend,Mild,6,Cold,Dog maintain name thousand market me foreign pass ability assume site other throw.,0.06
7405,Reality,Mild,6,COVID-19,Within six top fast whose cut who character ready put student dark happen.,0.11
7406,Deal,Moderate,6,Allergies,Against gas rate table never movement wrong either its.,0.11
7407,Half,Moderate,14,Cold,Away finish sister able reality someone stuff example stay.,0.12
7408,Every,Moderate,14,Cold,Total possible a doctor organization risk drug.,0.08
7409,Only,Severe,6,Asthma,Task true research real wall bag task similar discussion nature four language.,0.05
7410,Product,Moderate,8,Asthma,Over instead sing reveal lot I.,0.05
7411,Pick,Mild,5,Bronchitis,Executive hour weight idea again authority letter individual relationship.,0.04
7412,Day,Moderate,11,Asthma,Although someone daughter someone defense free around somebody million must social serious.,0.02
7413,Himself,Mild,1,Bronchitis,Six campaign writer artist poor agree should those case service show reveal.,0.07
7414,Between,Severe,5,Allergies,Although true help happy position end.,0.14
7415,Record,Mild,8,Flu,Line reach money order relationship cause take field so sport.,0.1
7416,Wind,Severe,9,COVID-19,Condition daughter by another him eye.,0.11
7417,Movie,Severe,11,Allergies,Adult perform exactly win already walk.,0.03
7418,Cover,Severe,13,Allergies,Environmental both them son level current lot international green hundred both.,0.11
7419,Growth,Moderate,8,Allergies,Food happen heart improve rich spring.,0.02
7420,Local,Moderate,11,COVID-19,Gun sport walk when usually capital peace word final between most free agent.,0.01
7421,Common,Severe,8,COVID-19,Father real third someone analysis safe buy half single moment vote.,0.06
7422,Moment,Severe,12,Asthma,Interest level rise wife authority weight dream almost.,0.14
7423,World,Mild,5,Asthma,Company public tough always reduce everyone though ready forward hot.,0.02
7424,Help,Severe,5,Allergies,Front majority though population my sign third story west.,0.03
7425,Year,Moderate,12,Flu,Drive war when show politics TV newspaper fish ten require outside hit.,0.09
7426,Occur,Moderate,9,COVID-19,Social travel us other someone hotel page professional.,0.14
7427,Pick,Severe,13,Bronchitis,Wear ok director ready quickly decide.,0.02
7428,Trouble,Severe,12,Bronchitis,We hold sister lay story different media design his open need know building.,0.01
7429,Item,Severe,10,Bronchitis,City fact left loss guy want partner land.,0.01
7430,Thank,Mild,12,Cold,Exist baby a they oil different however require necessary film decade.,0.09
7431,Fine,Moderate,4,Cold,Across throughout music hold environment card answer big debate land beautiful fish very.,0.11
7432,Voice,Mild,13,Cold,Account senior wind couple majority identify ten find court.,0.08
7433,Heavy,Mild,4,Bronchitis,Energy system similar believe eight anything change whatever represent break environment how.,0.05
7434,Put,Severe,7,Bronchitis,Character push parent easy management first week catch.,0.07
7435,Stand,Moderate,10,Allergies,Yeah institution lot oil seat at method real.,0.13
7436,Leg,Moderate,10,Cold,National entire player return keep want budget with though.,0.13
7437,Rise,Severe,3,COVID-19,Popular run song notice simple reflect.,0.05
7438,Total,Moderate,1,Bronchitis,Name hospital despite appear perform record.,0.07
7439,Religious,Severe,3,Allergies,Through few prepare various power glass view college trip.,0.03
7440,Physical,Severe,7,Cold,Understand defense soldier kitchen get difference usually exist which care pay defense.,0.03
7441,Sound,Moderate,11,Bronchitis,Work thought detail process compare area office pressure hundred community view others.,0.01
7442,Only,Mild,11,COVID-19,Why place television summer sense coach difficult defense.,0.12
7443,Fear,Severe,6,Bronchitis,Help evidence act house care American Mr read fear modern bag.,0.08
7444,Perhaps,Mild,10,COVID-19,Area like company day set power Congress.,0.07
7445,South,Mild,6,Allergies,Draw security today participant allow look chair action.,0.07
7446,Choice,Mild,13,Allergies,Hundred argue current recognize sell focus vote model.,0.06
7447,Opportunity,Severe,9,Asthma,Tax only someone bag they get administration former.,0.11
7448,Beautiful,Severe,2,COVID-19,Beat bring its sing cell any author surface successful event doctor.,0.07
7449,Although,Mild,14,Allergies,Garden study himself of call car edge that significant college miss at.,0.04
7450,We,Mild,5,Allergies,For small rich throw statement pressure sort.,0.15
7451,Understand,Mild,14,Allergies,Ten west pick agent suddenly article sometimes.,0.03
7452,Say,Severe,8,Bronchitis,Article little picture must edge class leave remain far.,0.08
7453,Exactly,Mild,10,COVID-19,Certainly nor member seek matter political may small well.,0.13
7454,End,Mild,14,Bronchitis,Well maintain song skin almost price whether gas piece difficult security politics draw reflect.,0.1
7455,Fire,Moderate,6,Bronchitis,Off account they contain worker improve become sing daughter rather that.,0.02
7456,Mr,Mild,3,Allergies,That key test sense such team.,0.12
7457,Bad,Moderate,7,Bronchitis,Support place important key policy more reality treatment.,0.14
7458,Crime,Moderate,13,Asthma,She give together grow business money watch health interview.,0.04
7459,Represent,Severe,10,Allergies,Mouth enjoy plant learn body or education.,0.12
7460,Another,Mild,2,COVID-19,Soldier gun camera story pay catch name under figure standard in list blue.,0.09
7461,Collection,Mild,13,Asthma,Because late central party attack security today keep.,0.08
7462,Stage,Mild,6,Bronchitis,Part your military factor table friend.,0.06
7463,Future,Mild,9,Bronchitis,Behavior second about open inside especially run.,0.12
7464,Yet,Mild,5,Allergies,Administration key traditional meeting final beyond.,0.06
7465,Public,Moderate,14,Allergies,Question star politics next still administration.,0.03
7466,Other,Moderate,9,Cold,Race my production agency foot cup view director first idea mission yes south.,0.06
7467,Stay,Severe,2,Allergies,Book agent anyone call lawyer society show daughter impact bar one.,0.12
7468,Today,Moderate,8,Asthma,News somebody gas create including public plan nearly rise evidence collection writer.,0.12
7469,Author,Severe,13,Allergies,Interesting both on meeting sound east too bank benefit and describe represent.,0.13
7470,Past,Severe,9,Flu,Century together price month out common such.,0.02
7471,Collection,Moderate,2,Allergies,Number more choose may stuff so system goal outside thing develop north recently.,0.1
7472,System,Moderate,10,COVID-19,New admit could expect phone help.,0.03
7473,Light,Severe,7,Cold,Stop prove though growth measure amount series information kind company focus business according.,0.02
7474,Law,Moderate,5,COVID-19,Stand three defense child always use article character thus.,0.12
7475,Term,Moderate,13,Flu,Tree product body a season stand bar image experience paper laugh.,0.15
7476,Understand,Mild,12,Bronchitis,Need half bill able nation community single reveal kid range evening.,0.13
7477,Use,Severe,2,Flu,Word reflect ten light then remember sell.,0.03
7478,Room,Severe,12,Bronchitis,Use such hard court let on over home lay movie enter oil reason.,0.01
7479,Onto,Moderate,14,COVID-19,Bank player contain same information sea himself season others plant then consider.,0.03
7480,Reality,Moderate,5,Flu,Apply foreign receive and whose sort firm such gun degree from responsibility model.,0.05
7481,Pass,Mild,7,COVID-19,Support day spring Republican sister improve.,0.15
7482,Pretty,Mild,11,Cold,Law next through policy east event really against opportunity including.,0.08
7483,Share,Moderate,4,Bronchitis,Majority think after commercial start prepare measure blue tend short peace citizen happy.,0.07
7484,Father,Moderate,1,Asthma,Bring different audience challenge friend person picture cup.,0.03
7485,Where,Mild,6,Flu,Sea radio mission something ago explain baby.,0.11
7486,Four,Mild,10,Cold,Machine our better group write well sell.,0.11
7487,Clearly,Mild,1,COVID-19,Happen must available quickly change candidate hundred impact rock lot ground.,0.05
7488,Difference,Severe,3,Flu,Other role try under realize worry hot.,0.12
7489,Yard,Mild,13,Asthma,Land right station network ok believe stay watch floor.,0.04
7490,One,Mild,11,Allergies,Anything from police article down probably.,0.07
7491,Investment,Mild,2,Cold,Group training brother special piece wall citizen indicate.,0.05
7492,Evidence,Severe,8,Asthma,Ten protect conference successful continue throw room huge sound ever.,0.15
7493,Employee,Severe,6,Bronchitis,Pattern art seem last expect concern election blue now at hit ok.,0.01
7494,Sign,Mild,10,Bronchitis,Pass newspaper color right decide machine who indeed effect.,0.14
7495,Into,Mild,6,COVID-19,Late admit information interest wait scientist reflect during player.,0.09
7496,Half,Moderate,6,Bronchitis,Chair third boy old third main next finally.,0.07
7497,Too,Moderate,12,Allergies,Available prove yard turn land month first them account.,0.12
7498,Believe,Moderate,11,COVID-19,Next drive may security loss raise billion policy.,0.09
7499,Green,Moderate,1,Cold,Example suggest measure development late poor kitchen crime while much major.,0.03
7500,Human,Mild,12,COVID-19,Important for commercial necessary smile leader.,0.05
7501,Quality,Moderate,13,Allergies,Glass audience cultural wrong effect foot future quite describe control college sing.,0.1
7502,Both,Moderate,7,Cold,Turn address better north outside television remember company light buy bed first almost white.,0.13
7503,Ready,Severe,2,Cold,Itself lose notice investment strong painting.,0.09
7504,Expert,Mild,12,Asthma,Weight describe after consider carry huge behind indicate decision.,0.01
7505,Less,Mild,3,Flu,Believe you outside contain guy anything ground during few personal lot heavy.,0.11
7506,Way,Severe,11,COVID-19,Leg subject fact follow shoulder read history deal think everyone do.,0.14
7507,I,Severe,13,Cold,Perhaps so bed board doctor network poor word control spend society.,0.14
7508,Man,Mild,11,Allergies,Modern anything official focus couple reach.,0.11
7509,Lot,Moderate,2,Cold,Phone recent word military local above who song adult along maybe.,0.13
7510,Specific,Severe,14,Allergies,Production quality serious present type no.,0.13
7511,Perform,Moderate,5,Asthma,Help effect water fine person compare participant.,0.08
7512,Itself,Moderate,5,Allergies,Glass themselves prepare education catch able marriage likely father.,0.09
7513,Occur,Moderate,1,Bronchitis,Turn here fish either adult her realize.,0.01
7514,Ok,Moderate,10,Allergies,Drop along cold democratic yourself country show.,0.07
7515,All,Moderate,8,Cold,Technology become some quite middle collection authority at government employee point.,0.1
7516,Everything,Moderate,13,Cold,Operation read own east program must evidence everything agency.,0.03
7517,Friend,Moderate,13,Flu,Stay politics stuff build check family hot cover employee quite activity four research.,0.06
7518,Total,Severe,4,Flu,Shake doctor set outside walk method anyone system listen political east try material.,0.02
7519,Chance,Moderate,3,COVID-19,House bring talk professional man rock himself start.,0.12
7520,Sell,Mild,5,Cold,Develop so debate join senior specific right among yourself memory almost.,0.02
7521,Of,Moderate,2,Asthma,Beautiful consumer all easy decide style brother money hear.,0.04
7522,According,Severe,7,Allergies,Service cup itself which cup our feel mention worker amount buy action happen.,0.11
7523,Why,Mild,8,Allergies,Up town beyond chance task price purpose born whether relate loss certain.,0.05
7524,Risk,Mild,13,Asthma,Computer center admit course audience could sea glass power.,0.09
7525,Military,Mild,10,Allergies,Mean population the on cold ask per sister wish week much all nearly.,0.09
7526,Step,Mild,8,COVID-19,Security it security during apply statement writer protect first owner rich.,0.03
7527,Table,Severe,5,COVID-19,Sometimes success loss along cost standard will edge point kitchen.,0.1
7528,Foreign,Mild,2,Flu,Away southern religious new hundred west song born he election discover weight.,0.15
7529,A,Moderate,14,Cold,Be alone fill still somebody safe impact claim.,0.1
7530,Bag,Severe,7,Asthma,Population left catch either sense your rule six three exist then then kid.,0.14
7531,Law,Severe,1,Asthma,Newspaper thank history chair drive require tonight career participant.,0.09
7532,Party,Severe,6,Allergies,Most there wait protect section only ago effort.,0.02
7533,Amount,Severe,8,Bronchitis,Paper mean probably through late fight personal open allow.,0.03
7534,According,Severe,4,Asthma,Spend full important themselves ahead safe within garden.,0.14
7535,Man,Severe,8,COVID-19,Financial quite sort four spend argue economy no.,0.13
7536,No,Mild,8,COVID-19,Itself rich item data computer spend huge.,0.08
7537,Cultural,Mild,5,Asthma,Edge eat imagine bill table finally.,0.09
7538,Time,Severe,13,Bronchitis,Amount produce bed in your hundred contain avoid beat give upon.,0.04
7539,Never,Severe,11,Cold,Alone some goal loss much official out too.,0.02
7540,Quite,Mild,12,COVID-19,Project tax too entire generation attack statement at unit while standard.,0.04
7541,Receive,Severe,12,Bronchitis,Determine check building great population statement movie its.,0.04
7542,Push,Severe,1,COVID-19,Have someone many reason much run just I power.,0.14
7543,Such,Mild,1,Asthma,Culture beat include describe spring big interest note.,0.1
7544,Life,Moderate,4,Asthma,Whose ok someone lay their artist.,0.04
7545,Level,Moderate,4,Flu,Bit car policy television commercial hear.,0.14
7546,Involve,Severe,2,Cold,Anyone ready into yard physical positive population.,0.13
7547,By,Severe,4,COVID-19,Sometimes practice author material because economic follow family each see local.,0.05
7548,Attention,Severe,13,Allergies,Yeah better whom question involve section.,0.04
7549,Could,Moderate,5,Asthma,Heavy form morning already whom test.,0.09
7550,Different,Moderate,4,Cold,Positive game involve worry subject minute big agree kind full.,0.04
7551,Why,Moderate,9,COVID-19,Truth result unit business themselves some hospital people his owner where.,0.1
7552,Industry,Mild,6,Bronchitis,Owner dinner investment talk middle how message trouble style and do traditional imagine.,0.13
7553,Travel,Severe,7,Flu,Let though above indicate one million pay argue value cup case but.,0.11
7554,Source,Mild,2,Bronchitis,Learn few serious yes it account huge environmental.,0.07
7555,Those,Moderate,1,Allergies,Wrong between establish just fast cup determine PM design something from remain.,0.12
7556,Girl,Moderate,14,Bronchitis,Son couple set matter trial seat nice town move.,0.12
7557,Painting,Mild,14,Allergies,Open there executive memory grow behavior contain which wonder at create.,0.15
7558,Serve,Severe,6,COVID-19,Maintain capital toward learn voice anything.,0.13
7559,Continue,Moderate,14,Bronchitis,During national perform member lose class Mrs church sell main hundred clearly method.,0.1
7560,Sing,Moderate,14,COVID-19,Might minute tend audience project which mission over.,0.13
7561,Road,Mild,13,COVID-19,Their address light though defense per short large college any.,0.1
7562,After,Severe,10,Asthma,Without strong institution administration another television.,0.1
7563,Oil,Moderate,7,Allergies,Reality contain believe participant century floor choose media.,0.12
7564,Choose,Moderate,13,COVID-19,Agent ready drive build cut attorney hit item recently should style.,0.06
7565,Than,Mild,10,Bronchitis,Grow hard nation world according possible leg worker since us court really voice.,0.14
